Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09
Perfect Dark,N64,2000,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0.0,0.01,0.04
PoPoLoCrois Monogatari II,PS,2000,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.01,0.21
Rollcage Stage II,PS,2000,Racing,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.09
NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99
The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99
NCAA Final Four 2001,PS2,2000,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19
NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12
Mega Man Legends 2,PS,2000,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05
NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23
Battlezone: Rise of the Black Dogs,N64,2000,Strategy,Crave Entertainment,0.06,0.01,0.0,0.0,0.07
NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96
You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,0.06,0.04,0.0,0.01,0.1
Mega Man 64,N64,2000,Action,Capcom,0.14,0.03,0.05,0.0,0.22
Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,Namco Bandai Games,0.18,0.04,0.0,0.0,0.22
ECW Hardcore Revolution,N64,2000,Fighting,Acclaim Entertainment,0.18,0.04,0.0,0.0,0.22
Pokemon Puzzle League,N64,2000,Puzzle,Nintendo,0.36,0.08,0.0,0.01,0.45
Mia Hamm Soccer 64,N64,2000,Sports,THQ,0.06,0.01,0.0,0.0,0.07
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.02,0.29
GunGriffon Blaze,PS2,2000,Simulation,Swing! Entertainment,0.05,0.04,0.0,0.01,0.11
G1 Jockey 2,PS2,2000,Sports,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,0.0,2.17,0.01,2.18
All-Star Baseball 2001,N64,2000,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23
NFL Blitz 2001,N64,2000,Sports,Midway Games,0.34,0.07,0.0,0.0,0.42
Army Men: Sarge's Heroes 2,N64,2000,Shooter,3DO,0.34,0.07,0.0,0.0,0.42
Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91
007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.92
Sheep,PS,2000,Strategy,Empire Interactive,0.01,0.01,0.0,0.0,0.02
Vigilante 8: 2nd Offense,N64,2000,Racing,Activision,0.09,0.02,0.0,0.0,0.11
Mary-Kate and Ashley: Magical Mystery Mall,PS,2000,Adventure,Acclaim Entertainment,0.36,0.24,0.0,0.04,0.65
Madden NFL 2001,N64,2000,Sports,Electronic Arts,0.6,0.03,0.0,0.01,0.64
Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
Hogs of War,PS,2000,Strategy,Infogrames,0.01,0.01,0.0,0.0,0.02
Mega Man Xtreme,GB,2000,Platform,Capcom,0.0,0.0,0.07,0.0,0.07
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97
Jikkyou World Soccer 2000 Final Edition,PS2,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.66,0.0,0.66
Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft,0.04,0.03,0.0,0.01,0.08
TimeSplitters,PS2,2000,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43
Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0.0,0.0,0.11,0.01,0.12
Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19
Armorines: Project S.W.A.R.M.,PS,2000,Shooter,Acclaim Entertainment,0.05,0.03,0.0,0.01,0.08
G-Saviour,PS2,2000,Action,Sunrise Interactive,0.0,0.0,0.07,0.0,0.07
Looney Tunes Racing,PS,2000,Racing,Infogrames,0.16,0.11,0.0,0.02,0.29
Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.1,0.0,0.02,0.13
Tony Hawk's Pro Skater,GB,2000,Sports,Activision,0.9,0.38,0.01,0.05,1.33
NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.33
Star Trek: Invasion,PS,2000,Simulation,Activision,0.15,0.1,0.0,0.02,0.26
Grind Session,PS,2000,Sports,Sony Computer Entertainment,0.24,0.17,0.0,0.03,0.44
Walt Disney World Quest: Magical Racing Tour,PS,2000,Racing,Eidos Interactive,0.25,0.17,0.0,0.03,0.45
Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
Derby Tsuku: Derby Uma o Tsukurou!,DC,2000,Sports,Sega,0.0,0.0,0.08,0.0,0.08
MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0.0,0.01,0.12
Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32
Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0.0,0.0,0.14,0.0,0.14
Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,0.08,0.06,0.0,0.01,0.15
Kanon,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06
ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
Sin and Punishment,N64,2000,Shooter,Nintendo,0.0,0.0,0.13,0.0,0.13
Super Robot Taisen α,PS,2000,Strategy,Banpresto,0.0,0.0,0.75,0.05,0.8
Marvel vs. Capcom 2: New Age of Heroes,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14
The Flintstones: Bedrock Bowling,PS,2000,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13
Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,0.14,0.09,0.0,0.02,0.25
Blaster Master: Blasting Again,PS,2000,Shooter,Sunsoft,0.14,0.1,0.0,0.02,0.25
Nightmare Creatures II,PS,2000,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01,0.17
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000,Sports,Nintendo,0.0,0.0,0.07,0.0,0.07
Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13
Disney's Tarzan,N64,2000,Platform,Activision,0.16,0.04,0.0,0.0,0.2
South Park Rally,N64,2000,Racing,Acclaim Entertainment,0.16,0.04,0.0,0.0,0.2
PGA European Tour,N64,2000,Sports,Infogrames,0.01,0.0,0.0,0.0,0.01
Sakura Wars,DC,2000,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp,0.0,0.0,0.1,0.01,0.11
Aqua Aqua,PS2,2000,Puzzle,3DO,0.05,0.04,0.0,0.01,0.11
Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,0.45,0.3,0.0,0.05,0.8
Pokemon Stadium,N64,1999,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45
Carmageddon 64,N64,1999,Action,Virgin Interactive,0.01,0.0,0.0,0.0,0.01
Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,0.01,0.0,0.0,0.0,0.01
SD Gundam G Generation Zero,PS,1999,Strategy,Namco Bandai Games,0.0,0.0,0.51,0.04,0.55
Supercross 2000,N64,1999,Racing,Electronic Arts,0.23,0.06,0.0,0.0,0.29
Jeremy McGrath Supercross 2000,N64,1999,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.0,0.29
Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.01,0.09
Medarot 2: Kabuto / Kuwagata Version,GB,1999,Role-Playing,Imagineer,0.0,0.0,0.54,0.0,0.54
Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,0.0,0.0,0.5,0.04,0.54
Builder's Block,PS,1999,Strategy,EON Digital Entertainment,0.01,0.0,0.0,0.0,0.01
Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
Mario Golf,GB,1999,Action,Nintendo,0.0,0.0,0.31,0.0,0.31
Bass Hunter 64,N64,1999,Sports,Take-Two Interactive,0.25,0.06,0.0,0.0,0.31
Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74
Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88
Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88
The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86
The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,0.03,0.02,0.0,0.0,0.05
Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.0,0.77
The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,0.0,0.0,0.1,0.0,0.1
Sesame Street: Elmo's Number Journey,N64,1999,Misc,NewKidCo,0.15,0.04,0.0,0.0,0.19
Castlevania: Legacy of Darkness,N64,1999,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0.0,0.13
Dance Dance Revolution (Japan),PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,1.26,0.09,1.35
NBA Live 2000,N64,1999,Sports,Electronic Arts,0.42,0.02,0.0,0.0,0.44
Chocobo Racing,PS,1999,Racing,SquareSoft,0.07,0.05,0.3,0.03,0.44
Muppet RaceMania,PS,1999,Racing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15
Barbie Super Sports,PS,1999,Sports,Mattel Interactive,0.12,0.08,0.0,0.01,0.22
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15
Digimon World,PS,1999,Role-Playing,Namco Bandai Games,0.56,0.38,0.28,0.08,1.3
Rugrats Studio Tour,PS,1999,Adventure,THQ,0.57,0.67,0.0,0.07,1.31
Top Gear Rally 2,N64,1999,Racing,Kemco,0.09,0.02,0.0,0.0,0.11
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0.0,0.01,0.93
SnoCross Championship Racing,PS,1999,Racing,Ubisoft,0.52,0.35,0.0,0.06,0.93
Disney's Story Studio: Disney's Mulan,PS,1999,Misc,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15
Bust A Groove 2,PS,1999,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26
Wild ARMs 2,PS,1999,Role-Playing,Sony Computer Entertainment,0.19,0.13,0.31,0.04,0.67
Pro Pinball: Big Race USA,PS,1999,Simulation,Take-Two Interactive,0.37,0.25,0.0,0.04,0.66
Fighting Force 64,N64,1999,Action,Crave Entertainment,0.09,0.02,0.0,0.0,0.11
Dancing Blade II: Tears of Eden,PS,1999,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
World of Dragon Warrior - Torneko: The Last Hope,PS,1999,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,0.65
Urban Chaos,PS,1999,Action,Eidos Interactive,0.06,0.04,0.0,0.01,0.1
Gallop Racer,PS,1999,Sports,Tecmo Koei,0.0,0.0,0.18,0.01,0.19
Big Air,PS,1999,Sports,Accolade,0.1,0.07,0.0,0.01,0.19
Snowboard Kids 2,N64,1999,Sports,Atlus,0.09,0.02,0.0,0.0,0.11
Tonic Trouble,N64,1999,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11
NCAA Football 2000,PS,1999,Sports,Electronic Arts,0.53,0.36,0.0,0.06,0.95
Rat Attack!,PS,1999,Puzzle,Mindscape,0.03,0.02,0.0,0.0,0.04
Deception III: Dark Delusion,PS,1999,Role-Playing,Tecmo Koei,0.02,0.01,0.0,0.0,0.04
The X Files,PS,1999,Adventure,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.42
G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,0.03,0.02,0.0,0.0,0.06
World Stadium 3,PS,1999,Sports,Namco Bandai Games,0.0,0.0,0.31,0.02,0.33
Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,0.8,0.54,0.0,0.09,1.43
Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12
BeatMania Append 4thMix: The beat goes on,PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.27,0.02,0.29
Tomba! 2: The Evil Swine Return,PS,1999,Platform,Sony Computer Entertainment,0.16,0.11,0.0,0.02,0.29
Dance Dance Revolution 2nd ReMIX,PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.9,0.06,0.96
Castlevania,N64,1999,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64
Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft,0.4,0.22,0.0,0.02,0.64
Twisted Metal 4,PS,1999,Racing,989 Studios,1.07,0.16,0.0,0.04,1.28
Rampage 2: Universal Tour,N64,1999,Action,GT Interactive,0.18,0.04,0.0,0.0,0.22
Razor Freestyle Scooter,PS,1999,Sports,Ubisoft,0.26,0.17,0.0,0.03,0.46
Missile Command,PS,1999,Shooter,Atari,0.25,0.17,0.0,0.03,0.45
Shadowgate 64: Trials of the Four Towers,N64,1999,Adventure,Kemco,0.06,0.01,0.0,0.0,0.07
Surf Riders,PS,1999,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13
Jikkyou Powerful Pro Yakyuu 6,N64,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.42
Breakout,PS,1999,Puzzle,Hasbro Interactive,0.06,0.04,0.0,0.01,0.11
Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,0.63,0.27,0.0,0.02,0.92
Grudge Warriors,PS,1999,Action,Take-Two Interactive,0.23,0.16,0.0,0.03,0.41
Nuclear Strike 64,N64,1999,Simulation,THQ,0.09,0.02,0.0,0.0,0.11
3Xtreme,PS,1999,Action,989 Studios,0.5,0.34,0.0,0.06,0.9
Bloody Roar II,PS,1999,Fighting,Virgin Interactive,0.25,0.17,0.0,0.03,0.46
Vanark,PS,1999,Shooter,Jaleco,0.01,0.01,0.0,0.0,0.01
Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5
Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14
Sports Car GT,PS,1999,Racing,Electronic Arts,0.12,0.08,0.0,0.01,0.22
Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0.0,0.01,0.22
Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment,0.54,0.36,0.0,0.06,0.96
Charlie Blasts Territory,N64,1999,Action,Kemco,0.02,0.01,0.0,0.0,0.03
Densha De Go! 64,N64,1999,Simulation,Taito,0.0,0.0,0.05,0.07,0.12
Super Robot Taisen F Kanketsuhen,PS,1999,Strategy,Banpresto,0.0,0.0,0.21,0.01,0.23
Pro Yakyuu Team o Tsukurou!,DC,1999,Sports,Sega,0.0,0.0,0.23,0.0,0.23
Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04
Arc the Lad III,PS,1999,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42
Derby Stallion,SAT,1999,Sports,ASCII Entertainment,0.0,0.0,0.09,0.0,0.09
Killer Loop,PS,1999,Racing,Crave Entertainment,0.03,0.02,0.0,0.0,0.06
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.26
Bassmasters 2000,N64,1999,Sports,THQ,0.11,0.03,0.0,0.0,0.14
Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14
Beetle Adventure Racing!,N64,1999,Racing,Electronic Arts,0.4,0.2,0.0,0.02,0.62
MTV Music Generator,PS,1999,Misc,Codemasters,0.26,0.18,0.0,0.03,0.47
Game & Watch Gallery 3,GB,1999,Misc,Nintendo,0.79,0.31,0.08,0.04,1.22
Sim Theme Park,PS,1999,Strategy,Electronic Arts,0.35,0.24,0.0,0.04,0.63
3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0.0,0.01,0.1
Triple Play 2000,PS,1999,Sports,Electronic Arts,0.79,0.54,0.0,0.09,1.43
Superman: The New Superman Adventures,N64,1999,Action,Titus,0.33,0.07,0.0,0.0,0.41
Ogre Battle 64: Person of Lordly Caliber,N64,1999,Role-Playing,Nintendo,0.1,0.02,0.25,0.04,0.41
Sega Rally Championship 2,DC,1999,Racing,Sega,0.0,0.0,0.41,0.0,0.41
Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,0.03,0.02,0.0,0.0,0.06
Duke Nukem: Zero Hour,N64,1999,Shooter,GT Interactive,0.21,0.05,0.0,0.0,0.26
Tomb Raider Chronicles,PS,1999,Action,Eidos Interactive,0.34,0.23,0.0,0.04,0.61
ECW Hardcore Revolution,PS,1999,Fighting,Acclaim Entertainment,0.27,0.18,0.0,0.03,0.48
WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21
Star Wars Episode 1: Jedi Power Battles,PS,1999,Action,LucasArts,0.66,0.48,0.01,0.06,1.21
Rollcage,PS,1999,Racing,Psygnosis,0.12,0.08,0.0,0.01,0.21
Gekido,PS,1999,Fighting,Infogrames,0.06,0.04,0.0,0.01,0.1
Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,0.0,0.0,0.18,0.01,0.19
Marvel vs. Capcom: Clash of Super Heroes,DC,1999,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1
Galerians,PS,1999,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15
Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
Densha De Go! 2,PS,1999,Simulation,Taito,0.0,0.0,0.38,0.03,0.41
Namco Museum 64,N64,1999,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01,1.45
Momotarou Dentetsu V,PS,1999,Misc,Hudson Entertainment,0.0,0.0,0.44,0.03,0.47
NFL Xtreme 2,PS,1999,Sports,989 Studios,0.27,0.18,0.0,0.03,0.48
Harvest Moon 64,N64,1999,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.45,0.03,0.48
You Don't Know Jack,PS,1999,Misc,Vivendi Games,0.22,0.15,0.0,0.03,0.4
Bugs Bunny: Lost in Time,PS,1999,Platform,Infogrames,0.22,0.15,0.0,0.03,0.4
NBA ShootOut 2000,PS,1999,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4
NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4
SoulCalibur,DC,1999,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34
Koudelka,PS,1999,Role-Playing,Atari,0.05,0.03,0.0,0.01,0.08
The King of Fighters '98: Dream Match Never Ends,PS,1999,Fighting,SNK Playmore,0.05,0.03,0.0,0.01,0.08
Glover,PS,1999,Platform,Atari,0.09,0.06,0.0,0.01,0.17
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
Road Rash 64,N64,1999,Racing,THQ,0.19,0.05,0.0,0.0,0.24
South Park: Chef's Luv Shack,N64,1999,Misc,Acclaim Entertainment,0.19,0.05,0.0,0.0,0.24
Paperboy,N64,1999,Action,Midway Games,0.19,0.05,0.0,0.0,0.24
NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0.0,0.0,0.13
WWF WrestleMania 2000,N64,1999,Fighting,THQ,1.2,0.25,0.02,0.02,1.48
Mario Golf,N64,1999,Action,Nintendo,0.62,0.18,0.65,0.02,1.47
Bass Landing,PS,1999,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62
Silent Hill,PS,1999,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6
NASCAR 2000,PS,1999,Racing,Electronic Arts,0.88,0.6,0.0,0.1,1.59
Test Drive 6,PS,1999,Racing,Atari,0.4,0.27,0.0,0.05,0.72
LEGO Racers,N64,1999,Racing,LEGO Media,0.51,0.18,0.0,0.01,0.71
WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,0.57,0.13,0.0,0.01,0.71
Final Fantasy VI,PS,1999,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.08,0.01,0.08
LEGO Rock Raiders,PS,1999,Strategy,LEGO Media,0.06,0.04,0.0,0.01,0.1
Racing Lagoon,PS,1999,Racing,Square,0.0,0.0,0.15,0.01,0.16
Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.05,0.01,0.0,0.0,0.06
Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.04
Worms Armageddon,N64,1999,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04
Rally Challenge 2000,N64,1999,Racing,Imagineer,0.03,0.01,0.0,0.0,0.04
PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Super Bowling,N64,1999,Sports,Athena,0.02,0.0,0.0,0.0,0.02
ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,0.32,0.07,0.0,0.0,0.4
NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,0.37,0.03,0.0,0.0,0.4
All Star Tennis 99,N64,1999,Sports,Ubisoft,0.04,0.01,0.0,0.0,0.05
Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24
All-Star Baseball 2000,N64,1999,Sports,Acclaim Entertainment,0.36,0.03,0.0,0.0,0.39
Fighter Destiny 2,N64,1999,Fighting,Imagineer,0.04,0.01,0.0,0.0,0.05
Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.29
Asteroids Hyper 64,N64,1999,Shooter,Crave Entertainment,0.13,0.03,0.0,0.0,0.16
The Dukes of Hazzard: Racing for Home,PS,1999,Racing,Ubisoft,0.99,0.16,0.0,0.04,1.19
Metal Gear Solid VR Missions,PS,1999,Adventure,Konami Digital Entertainment,0.66,0.45,0.0,0.08,1.18
Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32
Ready 2 Rumble Boxing,N64,1999,Sports,Midway Games,0.47,0.11,0.0,0.01,0.59
Barbie: Race & Ride,PS,1999,Action,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59
Bomberman 64: The Second Attack!,N64,1999,Adventure,Hudson Soft,0.05,0.01,0.11,0.0,0.17
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment,0.0,0.0,0.12,0.01,0.12
Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0.0,0.02,0.35
Scrabble,PS,1999,Misc,Ubisoft,0.14,0.1,0.0,0.02,0.25
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.01,0.17
Croc 2,PS,1999,Platform,Fox Interactive,0.41,0.28,0.0,0.05,0.73
Space Invaders,N64,1999,Shooter,Activision,0.13,0.03,0.0,0.0,0.16
California Speed,N64,1999,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16
Monopoly,N64,1999,Misc,Hasbro Interactive,0.17,0.04,0.0,0.0,0.21
WinBack: Covert Operations,N64,1999,Shooter,Virgin Interactive,0.17,0.04,0.0,0.0,0.21
Gex 3: Deep Cover Gecko,N64,1999,Platform,Crave Entertainment,0.17,0.04,0.0,0.0,0.21
Mission: Impossible,PS,1999,Action,Infogrames,0.29,0.2,0.0,0.03,0.52
International Superstar Soccer 2000 (All region sales),N64,1999,Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51
Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,0.41,0.09,0.0,0.01,0.51
Jojo's Bizarre Adventure,PS,1999,Fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02
International Superstar Soccer 2000 (JP weekly sales),N64,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,0.06,0.04,0.0,0.01,0.11
Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0.0,0.0,0.0,1.94
Jet Moto 3,PS,1999,Racing,Sony Computer Entertainment,0.41,0.28,0.0,0.05,0.74
Army Men: Air Attack,PS,1999,Action,3DO,0.47,0.32,0.0,0.06,0.85
Tom Clancy's Rainbow Six,PS,1999,Shooter,Red Storm Entertainment,0.93,0.63,0.0,0.08,1.64
Worms Armageddon,PS,1999,Strategy,Microprose,0.18,0.81,0.0,0.08,1.06
Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27
Jet Force Gemini,N64,1999,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16
Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.04
Gex 3: Deep Cover Gecko,PS,1999,Platform,Eidos Interactive,0.3,0.2,0.0,0.03,0.53
Metal Gear Solid Integral,PS,1999,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.01,0.11
Seaman,DC,1999,Simulation,Sega,0.0,0.0,0.52,0.0,0.52
Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0.0,0.0,0.04
To Heart,PS,1999,Adventure,Aqua Plus,0.0,0.0,0.13,0.01,0.14
Expendable,PS,1999,Action,Infogrames,0.03,0.02,0.0,0.0,0.05
