Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Paragon,PS4,2016,Action,Epic Games,0.02,0.0,0.0,0.0,0.02
Resident Evil 6,XOne,2016,Shooter,Capcom,0.04,0.0,0.0,0.0,0.05
Hitman (2016),PS4,2016,Action,Square Enix,0.0,0.04,0.0,0.01,0.05
Root Letter,PSV,2016,Adventure,PQube,0.0,0.03,0.01,0.01,0.05
Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0.0,0.0,0.02
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.02,0.0,0.0,0.0,0.02
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.47,0.33,0.0,0.08,0.88
Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01
Disney Art Academy,3DS,2016,Action,Nintendo,0.02,0.01,0.08,0.0,0.11
Dead Rising,PS4,2016,Action,Capcom,0.02,0.0,0.01,0.01,0.04
Ride 2,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.05
7 Days to Die,XOne,2016,Action,Telltale Games,0.03,0.02,0.0,0.0,0.05
Watch Dogs 2,XOne,2016,Action,Ubisoft,0.17,0.16,0.0,0.03,0.36
Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01
Super Stardust Ultra VR,PS4,2016,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01
Mafia III,PC,2016,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19
Shin Megami Tensei IV: Final,3DS,2016,Role-Playing,Deep Silver,0.05,0.0,0.14,0.01,0.19
Star Fox: Zero,WiiU,2016,Shooter,Nintendo,0.17,0.1,0.07,0.03,0.36
Uta no Prince-Sama: Music 3,PSV,2016,Action,Broccoli,0.0,0.0,0.05,0.0,0.05
Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,Electronic Arts,0.29,0.15,0.0,0.04,0.48
Reco Love: Blue Ocean,PSV,2016,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.2,0.21,0.0,0.08,0.49
Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.11,0.0,0.01,0.16
Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,0.09,0.06,0.0,0.01,0.16
MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.17,0.89
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04
 Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Hearts of Iron IV,PC,2016,Strategy,Paradox Interactive,0.0,0.05,0.0,0.0,0.05
Project Setsuna,PSV,2016,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0.01,0.04,0.0,0.01,0.05
La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
Bullet Girls 2,PSV,2016,Action,D3Publisher,0.0,0.0,0.04,0.0,0.04
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
Prototype: Biohazard Bundle,XOne,2016,Action,Activision,0.01,0.0,0.0,0.0,0.01
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016,Action,dramatic create,0.0,0.0,0.01,0.0,0.01
Lumo,PSV,2016,Puzzle,Rising Star Games,0.0,0.01,0.0,0.0,0.01
Street Fighter V,PS4,2016,Fighting,Capcom,0.4,0.28,0.08,0.14,0.9
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04
DiRT Rally,PS4,2016,Racing,Codemasters,0.04,0.27,0.0,0.05,0.37
Far Cry: Primal,PS4,2016,Action,Ubisoft,0.6,1.25,0.06,0.35,2.26
The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
Kan Colle Kai,PSV,2016,Action,Kadokawa Games,0.0,0.0,0.19,0.0,0.19
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05
Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,0.42,0.58,0.0,0.08,1.08
Persona 5,PS4,2016,Role-Playing,Atlus,0.0,0.0,0.37,0.0,0.37
Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
Samurai Warriors: Sanada Maru,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
Agatha Christie's The ABC Murders,XOne,2016,Adventure,Microids,0.01,0.0,0.0,0.0,0.01
Darksiders: Warmastered Edition,XOne,2016,Action,Nordic Games,0.01,0.0,0.0,0.0,0.01
Rocksmith 2014 Edition Remastered,XOne,2016,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0.0,0.01,0.1
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.01,0.01,0.0,0.0,0.02
Resident Evil Zero,PS4,2016,Action,Capcom,0.1,0.17,0.05,0.05,0.37
Battlefield 1,PC,2016,Shooter,Electronic Arts,0.11,0.24,0.0,0.03,0.38
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0.0,0.01,0.05
FIFA 17,X360,2016,Sports,Electronic Arts,0.07,0.28,0.0,0.03,0.38
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.06,0.02,0.1,0.02,0.19
Overwatch,XOne,2016,Shooter,Activision,0.63,0.33,0.0,0.1,1.06
Until Dawn: Rush of Blood,PS4,2016,Adventure,Sony Computer Entertainment,0.18,0.15,0.0,0.07,0.39
Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0.0,0.0,0.05,0.0,0.05
Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games,0.26,0.09,0.0,0.04,0.39
Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02
Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,1.46,0.74,0.0,0.22,2.42
Just Dance 2017,Wii,2016,Misc,Ubisoft,0.06,0.11,0.0,0.01,0.18
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
Rise of the Tomb Raider,PS4,2016,Adventure,Square Enix,0.23,0.53,0.04,0.14,0.94
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0.49,0.0,0.15,0.93
Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0.0,0.0,0.02
Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,0.45
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.09,0.06,0.0,0.01,0.17
RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11
Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01,0.11
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.03,0.0,0.0,0.04
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04
Kamen Rider: Battride War Genesis,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.04,0.0,0.0,0.01,0.05
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05
Jikkyou Powerful Pro Baseball 2016,PSV,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
Skylanders Imaginators,WiiU,2016,Platform,Activision,0.09,0.08,0.0,0.02,0.18
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
NBA 2K17,XOne,2016,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02
Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.56,0.3,0.08,0.09,1.03
Ghostbusters (2016),XOne,2016,Action,Activision,0.04,0.0,0.0,0.01,0.05
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0.0,0.02,0.0,0.05
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04
Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04
The Book of Unwritten Tales 2,WiiU,2016,Adventure,Nordic Games,0.0,0.01,0.0,0.0,0.01
Madden NFL 17,X360,2016,Sports,Electronic Arts,0.14,0.02,0.0,0.02,0.17
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0.0,0.0,0.04
Life is Strange,PS4,2016,Adventure,Square Enix,0.15,0.15,0.03,0.06,0.4
Gundam Breaker 3,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Worms: WMD,XOne,2016,Action,Sold Out,0.01,0.0,0.0,0.0,0.01
Digimon World: Next Order,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.24,0.14,0.0,0.04,0.41
12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,0.0,0.0,0.05,0.0,0.05
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.05
Sherlock Holmes: The Devil's Daughter,PC,2016,Adventure,Bigben Interactive,0.0,0.01,0.0,0.0,0.01
Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
One Piece: Burning Blood,PSV,2016,Fighting,Namco Bandai Games,0.0,0.02,0.07,0.0,0.1
Hyrule Warriors,3DS,2016,Action,Nintendo,0.17,0.13,0.11,0.03,0.43
Macross ? Scramble,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04
Toukiden 2,PS3,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
Rugby Challenge 3,X360,2016,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.02
Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0.0,0.0,0.02,0.0,0.02
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0.0,0.0,0.05
EVE: Valkyrie,PS4,2016,Shooter,CCP,0.03,0.05,0.0,0.02,0.1
The Idolmaster: Platinum Stars,PS4,2016,Simulation,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Pro Evolution Soccer 2017,X360,2016,Sports,Konami Digital Entertainment,0.01,0.02,0.0,0.0,0.04
Transport Fever,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
Warhammer: The End Times - Vermintide,PS4,2016,Action,Games Workshop,0.01,0.02,0.0,0.01,0.04
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016,Action,Square Enix,0.0,0.0,0.13,0.0,0.13
Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08
LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24
Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03
Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.16,0.43,0.01,0.11,0.7
Dynasty Warriors: Eiketsuden,PS3,2016,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
Life is Strange,XOne,2016,Adventure,Square Enix,0.09,0.03,0.0,0.01,0.13
Norn + Nonette: Act Tune,PSV,2016,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
7'scarlet,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
Kyoukai no Shirayuki,PSV,2016,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.13,0.01,0.24
Xblaze: Lost Memories,PSV,2015,Adventure,Arc System Works,0.01,0.0,0.0,0.0,0.01
Pro Baseball Spirits 2015,PSV,2015,Action,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0.01,0.01,0.01,0.0,0.03
Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
OZMAFIA!! -vivace-,PSV,2015,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03
Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,0.1,0.02,0.0,0.01,0.13
Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13
Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
Handball 16,PS3,2015,Sports,Bigben Interactive,0.0,0.02,0.0,0.0,0.03
Root Infinity Rexx,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0.0,0.02,0.25
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.04,0.0,0.01,0.14
Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03
Kiniro no Corda 3,3DS,2015,Adventure,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08
Yakuza Zero: The Place of Oath,PS3,2015,Action,Sega,0.0,0.0,0.25,0.0,0.25
Adventure Time: Finn & Jake Investigations,X360,2015,Action,Little Orbit,0.03,0.05,0.0,0.01,0.08
Transformers: Devastation,X360,2015,Action,Activision,0.06,0.01,0.0,0.01,0.08
Dragon Ball: XenoVerse,X360,2015,Fighting,Namco Bandai Games,0.17,0.04,0.0,0.02,0.24
Uta no Prince-Sama: All Star After Secret,PSP,2015,Action,Broccoli,0.0,0.0,0.08,0.0,0.08
Evolve,XOne,2015,Shooter,Take-Two Interactive,0.37,0.2,0.0,0.06,0.64
LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.24,0.37,0.0,0.12,0.73
The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,0.0,0.03,0.0,0.0,0.03
Bad Apple Wars,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
MotoGP 15,PS4,2015,Racing,Milestone S.r.l.,0.0,0.12,0.03,0.02,0.17
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04
God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.03,0.37,0.01,0.41
LEGO Dimensions,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0.0,0.04,0.41
Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,0.13,0.15,0.07,0.06,0.41
Taiko no Tatsujin: V Version,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41
Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
NBA Live 16,XOne,2015,Sports,Electronic Arts,0.09,0.01,0.0,0.01,0.11
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0,0.11
One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0.0,0.03,0.13,0.01,0.17
Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.06,0.01,0.1
Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96
Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0.0,0.0,0.02,0.0,0.02
Disney Infinity 3.0,PS3,2015,Action,Disney Interactive Studios,0.16,0.21,0.0,0.07,0.45
Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48
Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.04,0.0,0.02,0.18
Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4
Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo,0.13,0.15,0.14,0.02,0.44
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0.0,0.48,2.78
Hyakka Yakou,PSV,2015,Action,Unknown,0.0,0.0,0.01,0.0,0.01
Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17
Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games,0.05,0.03,0.08,0.01,0.17
Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,0.05,0.05,0.0,0.01,0.11
Picross 3D 2,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11
Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.08,0.08,0.0,0.26,2.42
MLB 15: The Show,PS3,2015,Sports,Sony Computer Entertainment,0.31,0.01,0.0,0.07,0.39
Dishonored,PS4,2015,Action,Bethesda Softworks,0.12,0.2,0.02,0.06,0.39
Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0.0,0.02,0.0,0.0,0.02
Ukiyo no Roushi,PSV,2015,Action,Unknown,0.0,0.0,0.02,0.0,0.02
Ride,PS3,2015,Racing,Milestone S.r.l.,0.0,0.03,0.01,0.01,0.05
Steins;Gate 0,PS4,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05
Disney Infinity 3.0,X360,2015,Action,Disney Interactive Studios,0.21,0.15,0.0,0.03,0.39
Saints Row IV,PS4,2015,Action,Deep Silver,0.13,0.18,0.03,0.06,0.39
NHL 16,PS3,2015,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.18
Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.05,0.0,0.03,0.18
Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,0.0,0.0,0.05,0.0,0.05
Just Dance 2016,Wii,2015,Misc,Ubisoft,0.41,0.46,0.0,0.08,0.95
Yowamushi Pedal,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Fuuraiki 3,PSV,2015,Action,Unknown,0.0,0.0,0.01,0.0,0.01
Evolve,PC,2015,Shooter,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19
Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0.0,0.01,0.1
Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05
F1 2015,PC,2015,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05
Luminous Arc Infinity,PSV,2015,Action,Marvel Entertainment,0.0,0.0,0.05,0.0,0.05
Legend of Kay,WiiU,2015,Action,Nordic Games,0.03,0.02,0.0,0.0,0.05
Diabolik Lovers: More Blood,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05
Rock Band 4,PS4,2015,Misc,Harmonix Music Systems,0.26,0.05,0.0,0.07,0.38
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Action,Alchemist,0.0,0.0,0.05,0.0,0.05
Hitotsu Tobashi Renai V,PSV,2015,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01
Need for Speed (2015),PS4,2015,Racing,Electronic Arts,0.5,1.5,0.05,0.37,2.43
Skylanders: SuperChargers,PS3,2015,Action,Activision,0.16,0.15,0.0,0.06,0.37
NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0.0,0.0,0.01,0.04
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04
Disney Infinity 3.0,WiiU,2015,Action,Disney Interactive Studios,0.21,0.21,0.0,0.04,0.46
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,0.04,0.0,0.12,0.0,0.17
LEGO Ninjago: Shadow of Ronin,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.01,0.08,0.0,0.02,0.11
Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.08,0.04,0.03,0.02,0.17
Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.08,0.0,0.02,0.02,0.11
NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0.0,0.0,0.02,0.17
MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.68,0.08,0.0,0.17,0.92
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04
Just Cause 3,XOne,2015,Action,Square Enix,0.44,0.39,0.0,0.08,0.9
LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.9
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.15,0.55,0.47,0.17,2.34
Omega Labyrinth,PSV,2015,Role-Playing,D3Publisher,0.0,0.0,0.05,0.0,0.05
Winning Post 8 2015,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02
Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04
Farming Simulator 15 Expansion Pack,PC,2015,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Puzzle,Nintendo,0.06,0.07,0.34,0.01,0.48
NHL 16,XOne,2015,Sports,Electronic Arts,0.38,0.05,0.0,0.05,0.48
Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,0.16,0.13,0.14,0.06,0.48
Raven's Cry,PS4,2015,Role-Playing,TopWare Interactive,0.0,0.01,0.0,0.0,0.01
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
Guitar Hero Live,WiiU,2015,Misc,Activision,0.12,0.05,0.0,0.02,0.19
WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.05
Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09
Farming Simulator 2015,PS3,2015,Simulation,Koch Media,0.11,0.2,0.0,0.06,0.37
Destiny: The Taken King,PS3,2015,Shooter,Activision,0.17,0.11,0.02,0.06,0.37
Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,0.17,0.1,0.18,0.03,0.49
Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,0.0,0.03,0.0,0.01,0.04
Minecraft: Story Mode,X360,2015,Adventure,Mojang,0.48,0.33,0.0,0.08,0.88
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.06,0.04,0.23,0.03,0.36
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.0,0.03,0.07,0.01,0.1
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21
Yokai Watch Busters,3DS,2015,Action,Level 5,0.0,0.0,2.29,0.0,2.29
